City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
231,namatanai,48,PG,1598326181,66,-3.67,152.43,84.9,5.37
232,portland,1,US,1598325358,49,45.52,-122.68,72.0,8.05
233,lasa,52,IT,1598326181,100,46.62,10.7,51.01,2.24
234,dingle,72,PH,1598326034,70,11.0,122.67,87.33,8.63
235,beringovskiy,45,RU,1598326181,75,63.05,179.32,52.39,6.62
236,caravelas,0,BR,1598326181,79,-17.71,-39.25,67.78,9.46
237,libreville,75,GA,1598326181,94,0.39,9.45,75.2,1.12
238,limbang,75,MY,1598325994,70,4.75,115.0,89.6,3.36
239,zyryanka,86,RU,1598326034,52,65.75,150.85,47.88,4.97
240,georgetown,20,MY,1598326181,70,5.41,100.34,89.6,3.36
241,takaka,38,NZ,1598326181,70,-40.85,172.8,61.0,4.0
242,constantine,0,DZ,1598326034,77,36.37,6.61,64.4,2.24
243,yelizovo,29,RU,1598326182,48,53.19,158.38,66.2,11.18
244,torbay,5,CA,1598326034,93,47.67,-52.73,55.0,8.05
245,soyo,76,AO,1598326182,90,-6.13,12.37,72.68,4.92
246,coremas,0,BR,1598326182,55,-7.01,-37.95,71.67,2.44
247,juneau,90,US,1598325920,93,58.3,-134.42,55.99,9.17
248,buala,3,SB,1598326182,68,-8.14,159.59,85.23,5.75
249,cherskiy,100,RU,1598326035,94,68.75,161.3,39.99,3.33
250,sahuaripa,8,MX,1598326035,38,29.05,-109.23,83.68,7.43
251,sydney,20,AU,1598325890,58,-33.87,151.21,62.01,9.17
252,xining,0,CN,1598326182,43,36.62,101.77,66.02,2.66
253,kabala,89,SL,1598326182,99,9.58,-11.55,68.0,3.02
254,shirvan,0,AZ,1598326182,58,39.95,48.9,66.27,4.05
255,saint-francois,70,FR,1598326182,93,46.42,3.91,50.0,2.24
256,bull savanna,100,JM,1598326035,90,17.89,-77.59,77.52,8.61
257,san patricio,17,MX,1598326183,85,19.22,-104.7,79.79,4.25
258,maoming,14,CN,1598326183,74,21.65,110.9,87.94,9.6
259,gambela,73,ET,1598326183,84,8.25,34.58,70.02,1.25
260,ponta do sol,20,PT,1598326035,73,32.67,-17.1,71.6,16.11
261,sembe,100,CG,1598326183,94,1.65,14.58,69.55,1.39
262,santa rosalia,0,MX,1598326183,51,27.32,-112.28,89.47,3.94
263,abu road,100,IN,1598326183,88,24.48,72.78,76.89,11.97
264,deputatskiy,100,RU,1598326036,81,69.3,139.9,35.58,7.52
265,delvada,35,IN,1598326183,81,20.77,71.03,82.13,18.41
266,la crosse,1,US,1598326183,83,43.8,-91.24,79.0,4.7
267,sinjar,0,IQ,1598326184,24,36.32,41.88,71.92,4.38
268,isangel,75,VU,1598326159,83,-19.55,169.27,78.8,9.17
269,honningsvag,75,NO,1598326184,81,70.98,25.97,50.0,13.87
270,san quintin,5,MX,1598326184,85,30.48,-115.95,72.82,12.82
271,ibimirim,0,BR,1598326036,89,-8.54,-37.69,66.18,12.12
272,taltal,0,CL,1598326154,71,-25.4,-70.48,51.04,0.6
273,victor harbor,0,AU,1598326184,62,-35.57,138.62,55.0,1.01
